movieId,title,imdbId,tmdbId,genre,original_language,popularity,release_date,vote_average,vote_count,genre_1,genre_2,genre_3,genre_4,genre_5,release_year,release_month,release_day,movie_avg_rating,movie_rating_stddev,movie_rating_count
2360,"Celebration, The (Festen) (1998)",0154420,309,Drama,da,11.425,1998-06-19,7.8,748,Drama,None,None,None,None,1998,6,19,4.458333333333333,0.5822500764406575,12
2361,Pink Flamingos (1972),0069089,692,"Comedy,Crime",en,11.339,1972-03-12,6.3,369,Comedy,Crime,None,None,None,1972,3,12,2.75,1.2304019216861166,10
2363,Godzilla (Gojira) (1954),0047034,1678,"Thriller,Horror,Science Fiction",ja,16.395,1954-11-03,7.6,674,Thriller,Horror,Science Fiction,None,None,1954,11,3,2.1666666666666665,1.0408329997330663,3
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),0056142,1680,"Action,Adventure,Science Fiction",ja,12.969,1962-08-11,6.8,224,Action,Adventure,Science Fiction,None,None,1962,8,11,2.5,0.7071067811865476,2
2366,King Kong (1933),0024216,244,"Adventure,Fantasy,Horror",en,21.704,1933-03-15,7.6,1117,Adventure,Fantasy,Horror,None,None,1933,3,15,3.64,0.99498743710662,25
2367,King Kong (1976),0074751,10730,"Adventure,Fantasy",en,15.555,1976-09-08,6.2,660,Adventure,Fantasy,None,None,None,1976,9,8,2.7142857142857144,0.9346798241250173,14
2369,Desperately Seeking Susan (1985),0089017,8130,"Comedy,Drama",en,12.433,1985-03-29,6.1,336,Comedy,Drama,None,None,None,1985,3,29,2.6666666666666665,0.8030738049717997,24
2371,Fletch (1985),0089155,9749,"Comedy,Crime,Mystery",en,7.918,1985-05-31,6.8,518,Comedy,Crime,Mystery,None,None,1985,5,31,3.0833333333333335,1.0700128673207085,24
2372,Fletch Lives (1989),0097366,14628,"Comedy,Crime,Mystery",en,6.732,1989-03-17,6.0,223,Comedy,Crime,Mystery,None,None,1989,3,17,2.2222222222222223,1.2774758097296577,9
2373,Red Sonja (1985),0089893,9626,"Adventure,Fantasy,Action",en,24.728,1985-04-09,5.3,628,Adventure,Fantasy,Action,None,None,1985,4,9,2.2777777777777777,0.97182531580755,9
2375,"Money Pit, The (1986)",0091541,10466,"Comedy,Romance",en,10.002,1986-03-26,6.5,893,Comedy,Romance,None,None,None,1986,3,26,2.9285714285714284,1.1100193048514324,21
2376,"View to a Kill, A (1985)",0090264,707,"Adventure,Action,Thriller",en,26.152,1985-05-24,6.2,1518,Adventure,Action,Thriller,None,None,1985,5,24,3.2142857142857144,0.8598172563316661,21
2377,Lifeforce (1985),0089489,11954,"Horror,Science Fiction,Thriller",en,20.309,1985-06-21,6.3,423,Horror,Science Fiction,Thriller,None,None,1985,6,21,2.5,1.118033988749895,5
2378,Police Academy (1984),0087928,9336,"Comedy,Crime",en,27.245,1984-03-22,6.6,2121,Comedy,Crime,None,None,None,1984,3,22,3.022727272727273,1.0743466755292628,22
2379,Police Academy 2: Their First Assignment (1985),0089822,10157,"Comedy,Crime",en,34.82,1985-03-28,6.0,1204,Comedy,Crime,None,None,None,1985,3,28,2.4583333333333335,1.2873216263610932,12
2380,Police Academy 3: Back in Training (1986),0091777,12118,"Comedy,Crime",en,18.413,1986-03-20,5.7,967,Comedy,Crime,None,None,None,1986,3,20,2.3,1.3581032524975576,10
2381,Police Academy 4: Citizens on Patrol (1987),0093756,10587,"Comedy,Crime",en,17.321,1987-04-02,5.5,924,Comedy,Crime,None,None,None,1987,4,2,2.142857142857143,1.546886273407694,7
2382,Police Academy 5: Assignment: Miami Beach (1988),0095882,11825,"Comedy,Crime",en,15.496,1988-03-17,5.2,706,Comedy,Crime,None,None,None,1988,3,17,2.5,1.5811388300841898,5
2383,Police Academy 6: City Under Siege (1989),0098105,11895,"Comedy,Crime",en,17.019,1989-03-09,5.1,663,Comedy,Crime,None,None,None,1989,3,9,1.5,0.9128709291752769,4
2384,Babe: Pig in the City (1998),0120595,9447,"Adventure,Comedy,Drama,Family,Fantasy",en,15.574,1998-11-25,5.6,1017,Adventure,Comedy,Drama,Family,Fantasy,1998,11,25,2.7758620689655173,1.2996304893572614,29
2387,Very Bad Things (1998),0124198,10029,"Comedy,Crime,Thriller",en,6.756,1998-09-11,6.3,495,Comedy,Crime,Thriller,None,None,1998,9,11,3.4375,1.1672617529928753,16
2389,Psycho (1998),0155975,11252,"Mystery,Thriller,Horror",en,19.749,1998-12-04,5.1,813,Mystery,Thriller,Horror,None,None,1998,12,4,1.8888888888888888,0.8579691784155834,9
2391,"Simple Plan, A (1998)",0120324,10223,"Crime,Thriller",en,9.564,1998-12-11,7.2,673,Crime,Thriller,None,None,None,1998,12,11,3.7954545454545454,0.8403385217689542,22
2392,Jack Frost (1998),0141109,9745,"Comedy,Family,Drama,Fantasy",en,10.05,1998-12-10,5.9,921,Comedy,Family,Drama,Fantasy,None,1998,12,10,1.9375,0.7288689868556626,8
2393,Star Trek: Insurrection (1998),0120844,200,"Science Fiction,Action,Adventure,Thriller",en,16.319,1998-12-11,6.4,937,Science Fiction,Action,Adventure,Thriller,None,1998,12,11,3.1515151515151514,1.100318480066457,33
2394,"Prince of Egypt, The (1998)",0120794,9837,"Adventure,Animation,Drama,Family",en,38.895,1998-12-16,7.2,3228,Adventure,Animation,Drama,Family,None,1998,12,16,3.5,0.9464847243000457,25
2395,Rushmore (1998),0128445,11545,"Comedy,Drama",en,10.519,1998-12-11,7.4,2004,Comedy,Drama,None,None,None,1998,12,11,3.544642857142857,1.1570997667141198,56
2396,Shakespeare in Love (1998),0138097,1934,"Romance,History,Comedy",en,9.979,1998-01-29,6.9,2608,Romance,History,Comedy,None,None,1998,1,29,3.777173913043478,1.0360643262380964,92
2398,Miracle on 34th Street (1947),0039628,11881,"Comedy,Drama,Family",en,11.049,1947-06-04,7.4,533,Comedy,Drama,Family,None,None,1947,6,4,4.0588235294117645,0.7882407813680823,17
2401,Pale Rider (1985),0089767,8879,Western,en,15.186,1985-06-28,7.2,823,Western,None,None,None,None,1985,6,28,3.8125,0.7529703086538577,8
2402,Rambo: First Blood Part II (1985),0089880,1369,"Action,Adventure,Thriller,War",en,58.232,1985-05-21,6.6,3063,Action,Adventure,Thriller,War,None,1985,5,21,2.6578947368421053,1.067872125861979,19
2403,First Blood (Rambo: First Blood) (1982),0083944,1368,"Action,Adventure,Thriller,War",en,46.8,1982-10-22,7.5,5024,Action,Adventure,Thriller,War,None,1982,10,22,3.55,0.9130283071488925,30
2404,Rambo III (1988),0095956,1370,"Action,Adventure,Thriller,War",en,41.612,1988-05-24,6.1,2498,Action,Adventure,Thriller,War,None,1988,5,24,1.9166666666666667,0.6685579234215215,12
2405,"Jewel of the Nile, The (1985)",0089370,10303,"Adventure,Action,Comedy,Romance",en,14.321,1985-08-01,6.2,903,Adventure,Action,Comedy,Romance,None,1985,8,1,2.8095238095238093,0.8135752957807667,21
2406,Romancing the Stone (1984),0088011,9326,"Adventure,Action,Comedy,Romance",en,21.445,1984-03-30,6.7,1449,Adventure,Action,Comedy,Romance,None,1984,3,30,3.4537037037037037,0.6954604726673023,54
2407,Cocoon (1985),0088933,10328,"Comedy,Drama,Science Fiction",en,14.338,1985-06-21,6.6,1001,Comedy,Drama,Science Fiction,None,None,1985,6,21,3.2674418604651163,0.7586708082883097,43
2408,Cocoon: The Return (1988),0094890,11285,"Comedy,Science Fiction",en,8.833,1988-09-13,6.2,548,Comedy,Science Fiction,None,None,None,1988,9,13,2.3333333333333335,0.8660254037844387,9
2409,Rocky II (1979),0079817,1367,Drama,en,36.887,1979-06-15,7.2,3445,Drama,None,None,None,None,1979,6,15,3.1923076923076925,1.0961470984947512,26
2410,Rocky III (1982),0084602,1371,Drama,en,40.136,1982-05-28,6.8,3258,Drama,None,None,None,None,1982,5,28,2.7291666666666665,0.9666073195175625,24
2411,Rocky IV (1985),0089927,1374,Drama,en,49.37,1985-11-21,7.0,3501,Drama,None,None,None,None,1985,11,21,2.706896551724138,1.1379590233906738,29
2412,Rocky V (1990),0100507,1375,Drama,en,33.495,1990-11-16,5.7,2536,Drama,None,None,None,None,1990,11,16,1.9411764705882353,0.747545001596402,17
2413,Clue (1985),0088930,15196,"Comedy,Thriller,Crime,Mystery",en,22.152,1985-12-13,7.2,1338,Comedy,Thriller,Crime,Mystery,None,1985,12,13,3.388888888888889,0.5829830881301374,18
2414,Young Sherlock Holmes (1985),0090357,11904,Adventure,en,8.887,1985-12-04,6.8,488,Adventure,None,None,None,None,1985,12,4,3.3636363636363638,0.5045249791095129,11
2416,Back to School (1986),0090685,15596,Comedy,en,9.593,1986-06-13,6.3,339,Comedy,None,None,None,None,1986,6,13,2.90625,0.8797490172391973,16
2420,"Karate Kid, The (1984)",0087538,1885,"Action,Family,Drama",en,24.187,1984-06-22,7.2,3341,Action,Family,Drama,None,None,1984,6,22,3.5657894736842106,0.7812935620856428,38
2421,"Karate Kid, Part II, The (1986)",0091326,8856,"Adventure,Drama,Action,Romance,Family",en,26.945,1986-06-18,6.3,1728,Adventure,Drama,Action,Romance,Family,1986,6,18,2.7758620689655173,0.9690404578071006,29
2422,"Karate Kid, Part III, The (1989)",0097647,10495,"Action,Family,Drama,Adventure",en,25.215,1989-06-29,5.9,1247,Action,Family,Drama,Adventure,None,1989,6,29,1.75,0.672252242036482,14
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),0097958,5825,Comedy,en,15.369,1989-11-30,7.2,1816,Comedy,None,None,None,None,1989,11,30,3.566666666666667,1.142692927446732,30
2424,You've Got Mail (1998),0128853,9489,"Comedy,Romance",en,15.293,1998-02-26,6.6,2686,Comedy,Romance,None,None,None,1998,2,26,3.12,1.1045361017187263,50
2427,"Thin Red Line, The (1998)",0120863,8741,"Drama,History,War",en,15.749,1998-03-05,7.4,2404,Drama,History,War,None,None,1998,3,5,3.3,1.4152530432649097,35
2428,"Faculty, The (1998)",0133751,9276,"Horror,Science Fiction",en,13.413,1998-12-25,6.5,1537,Horror,Science Fiction,None,None,None,1998,12,25,2.4782608695652173,0.9472239447886796,23
2429,Mighty Joe Young (1998),0120751,9822,"Adventure,Family,Action,Fantasy",en,12.112,1998-12-25,6.2,673,Adventure,Family,Action,Fantasy,None,1998,12,25,2.8,1.0954451150103321,5
2431,Patch Adams (1998),0129290,10312,"Comedy,Drama",en,17.577,1998-12-25,7.3,2754,Comedy,Drama,None,None,None,1998,12,25,3.3703703703703702,1.1651394154992172,27
2432,Stepmom (1998),0120686,9441,"Drama,Romance,Comedy",en,22.237,1998-12-25,7.1,1179,Drama,Romance,Comedy,None,None,1998,12,25,3.0833333333333335,1.241638702145945,6
2433,"Civil Action, A (1998)",0120633,9422,Drama,en,9.027,1998-12-25,6.4,332,Drama,None,None,None,None,1998,12,25,3.0454545454545454,0.650174801670499,11
2447,Varsity Blues (1999),0139699,14709,"Comedy,Drama,Romance",en,7.908,1999-01-15,6.2,329,Comedy,Drama,Romance,None,None,1999,1,15,3.2666666666666666,1.0327955589886444,15
2448,Virus (1999),0120458,9423,"Horror,Action,Science Fiction",en,10.584,1999-01-14,5.4,472,Horror,Action,Science Fiction,None,None,1999,1,14,2.6666666666666665,1.0408329997330663,3
2450,Howard the Duck (1986),0091225,10658,"Comedy,Fantasy,Science Fiction",en,12.966,1986-08-01,5.4,790,Comedy,Fantasy,Science Fiction,None,None,1986,8,1,2.15625,1.2479149276559949,16
2451,"Gate, The (1987)",0093075,6917,"Horror,Fantasy",en,9.435,1987-04-21,6.0,271,Horror,Fantasy,None,None,None,1987,4,21,3.0,0.0,1
2454,"Fly, The (1958)",0051622,11815,"Drama,Horror,Science Fiction",en,11.118,1958-07-16,7.1,399,Drama,Horror,Science Fiction,None,None,1958,7,16,3.3846153846153846,0.6504436355879907,13
2455,"Fly, The (1986)",0091064,9426,"Horror,Science Fiction",en,34.881,1986-08-15,7.4,3431,Horror,Science Fiction,None,None,None,1986,8,15,3.383720930232558,0.8986577908345785,43
2456,"Fly II, The (1989)",0097368,10344,"Horror,Science Fiction,Thriller",en,19.634,1989-02-10,5.5,477,Horror,Science Fiction,Thriller,None,None,1989,2,10,2.2777777777777777,0.97182531580755,9
2459,"Texas Chainsaw Massacre, The (1974)",0072271,30497,Horror,en,48.66,1974-10-01,7.3,2441,Horror,None,None,None,None,1974,10,1,3.269230769230769,1.284772752529032,13
2460,"Texas Chainsaw Massacre 2, The (1986)",0092076,16337,"Comedy,Horror",en,29.468,1986-08-22,5.6,626,Comedy,Horror,None,None,None,1986,8,22,2.0,1.0,3
2463,Ruthless People (1986),0091877,12151,Comedy,en,8.241,1986-06-26,6.6,301,Comedy,None,None,None,None,1986,6,26,3.3214285714285716,0.9528730413685933,14
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",0091605,192,"Drama,Thriller,Mystery",en,13.639,1986-09-24,7.5,2456,Drama,Thriller,Mystery,None,None,1986,9,24,3.75,0.7524469885568253,18
2468,Jumpin' Jack Flash (1986),0091306,10945,"Romance,Comedy,Thriller",en,8.521,1986-04-23,6.2,274,Romance,Comedy,Thriller,None,None,1986,4,23,2.5,0.7559289460184544,15
2469,Peggy Sue Got Married (1986),0091738,10013,"Comedy,Drama,Fantasy",en,8.368,1986-10-10,6.1,419,Comedy,Drama,Fantasy,None,None,1986,10,10,3.2142857142857144,1.14953406710222,7
2470,Crocodile Dundee (1986),0090555,9671,"Adventure,Comedy",en,14.355,1986-09-26,6.4,1511,Adventure,Comedy,None,None,None,1986,9,26,3.175438596491228,0.9087433831070529,57
2471,Crocodile Dundee II (1988),0092493,9396,"Adventure,Comedy",en,20.853,1988-05-19,5.8,883,Adventure,Comedy,None,None,None,1988,5,19,2.4791666666666665,1.2809572394406312,24
2474,"Color of Money, The (1986)",0090863,11873,Drama,en,11.591,1986-10-17,6.8,1037,Drama,None,None,None,None,1986,10,17,3.5,0.7071067811865475,13
2476,Heartbreak Ridge (1986),0091187,10015,"War,Action,Comedy,Drama",en,19.077,1986-12-05,6.8,786,War,Action,Comedy,Drama,None,1986,12,5,3.75,0.7537783614444091,12
2478,¡Three Amigos! (1986),0092086,8388,"Comedy,Western,Adventure",en,12.126,1986-12-12,6.4,757,Comedy,Western,Adventure,None,None,1986,12,12,3.1346153846153846,0.9440094523646709,26
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",0112922,10722,"Action,Comedy,Horror,Crime,Fantasy",es,6.875,1995-10-20,7.3,395,Action,Comedy,Horror,Crime,Fantasy,1995,10,20,3.5,0.0,1
2485,She's All That (1999),0160862,10314,"Comedy,Romance",en,18.226,1999-01-29,6.3,1713,Comedy,Romance,None,None,None,1999,1,29,2.8448275862068964,1.0445731209092584,29
2488,Peeping Tom (1960),0054167,11167,"Horror,Thriller,Drama",en,12.466,1960-05-16,7.5,588,Horror,Thriller,Drama,None,None,1960,5,16,3.0,2.29128784747792,3
2490,Payback (1999),0120784,2112,"Crime,Action,Drama",en,12.631,1999-02-05,6.8,1445,Crime,Action,Drama,None,None,1999,2,5,3.422222222222222,0.9883155754958418,45
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",0070544,16306,"Animation,Science Fiction",fr,26.501,1973-12-01,7.7,679,Animation,Science Fiction,None,None,None,1973,12,1,4.0,1.3228756555322954,3
2496,Blast from the Past (1999),0124298,11622,"Science Fiction,Drama,Romance,Comedy",en,21.239,1999-02-12,6.7,819,Science Fiction,Drama,Romance,Comedy,None,1999,2,12,3.108695652173913,0.878486841355511,23
2497,Message in a Bottle (1999),0139462,10207,"Romance,Drama",en,10.423,1999-02-22,6.2,653,Romance,Drama,None,None,None,1999,2,22,2.9166666666666665,1.0206207261596576,6
2498,My Favorite Martian (1999),0120764,9849,"Comedy,Drama,Family,Science Fiction",en,12.449,1999-02-11,5.6,248,Comedy,Drama,Family,Science Fiction,None,1999,2,11,2.1,0.7416198487095663,5
2500,Jawbreaker (1999),0155776,18892,"Comedy,Crime",en,15.89,1999-01-30,6.2,417,Comedy,Crime,None,None,None,1999,1,30,2.0,1.1180339887498947,7
2501,October Sky (1999),0132477,13466,"Drama,Family",en,9.757,1999-02-19,7.6,939,Drama,Family,None,None,None,1999,2,19,3.75,0.7960029457578485,30
2502,Office Space (1999),0151804,1542,Comedy,en,13.26,1999-02-19,7.4,2350,Comedy,None,None,None,None,1999,2,19,4.090425531914893,0.8097615670493039,94
2505,8MM (1999),0134273,8224,"Thriller,Crime,Mystery",en,16.665,1999-02-26,6.4,1557,Thriller,Crime,Mystery,None,None,1999,2,26,2.9444444444444446,0.8555852638929973,18
2511,"Long Goodbye, The (1973)",0070334,1847,"Crime,Mystery,Thriller,Comedy",en,10.656,1973-03-07,7.5,427,Crime,Mystery,Thriller,Comedy,None,1973,3,7,4.666666666666667,0.5773502691896258,3
2513,Pet Sematary (1989),0098084,8913,Horror,en,28.696,1989-04-21,6.6,1703,Horror,None,None,None,None,1989,4,21,2.85,1.1559027256266468,10
2514,Pet Sematary II (1992),0105128,10906,Horror,en,23.567,1992-08-28,5.3,400,Horror,None,None,None,None,1992,8,28,1.8333333333333333,1.1547005383792517,3
2517,Christine (1983),0085333,8769,Horror,en,29.42,1983-05-11,6.8,1529,Horror,None,None,None,None,1983,5,11,2.95,1.1167910378500636,10
2520,Airport (1970),0065377,10671,"Action,Drama,Thriller",en,9.523,1970-05-29,6.4,282,Action,Drama,Thriller,None,None,1970,5,29,2.1666666666666665,1.0408329997330663,3
2522,Airport '77 (1977),0075648,7227,"Action,Adventure,Drama,Thriller",en,10.398,1977-03-11,5.5,212,Action,Adventure,Drama,Thriller,None,1977,3,11,3.25,1.2583057392117918,4
2524,"Towering Inferno, The (1974)",0072308,5919,"Action,Drama,Thriller",en,8.813,1974-12-14,7.0,697,Action,Drama,Thriller,None,None,1974,12,14,3.2222222222222223,1.3254978100489054,9
2525,Alligator (1980),0080354,33518,"Horror,Science Fiction,Thriller",en,10.369,1980-07-02,5.9,223,Horror,Science Fiction,Thriller,None,None,1980,7,2,2.0,1.0,3
2527,Westworld (1973),0070909,2362,"Adventure,Science Fiction,Western",en,21.113,1973-08-15,6.8,1011,Adventure,Science Fiction,Western,None,None,1973,8,15,3.4166666666666665,0.5490633736057198,18
2528,Logan's Run (1976),0074812,10803,"Action,Science Fiction",en,13.156,1976-06-23,6.6,709,Action,Science Fiction,None,None,None,1976,6,23,3.2291666666666665,0.7369025460119137,24
2529,Planet of the Apes (1968),0063442,871,"Science Fiction,Adventure,Drama,Action",en,48.892,1968-02-07,7.6,2701,Science Fiction,Adventure,Drama,Action,None,1968,2,7,3.8035714285714284,0.8617032363479135,56
2530,Beneath the Planet of the Apes (1970),0065462,1685,"Adventure,Science Fiction,Mystery",en,23.177,1970-04-23,6.2,984,Adventure,Science Fiction,Mystery,None,None,1970,4,23,2.7777777777777777,1.2032092163462902,18
2531,Battle for the Planet of the Apes (1973),0069768,1705,"Action,Science Fiction",en,17.236,1973-06-15,5.7,689,Action,Science Fiction,None,None,None,1973,6,15,2.7777777777777777,1.3017082793177757,9
2532,Conquest of the Planet of the Apes (1972),0068408,1688,"Action,Science Fiction",en,12.667,1972-06-29,6.1,696,Action,Science Fiction,None,None,None,1972,6,29,2.7916666666666665,1.1171866722289792,12
2533,Escape from the Planet of the Apes (1971),0067065,1687,"Action,Science Fiction",en,15.048,1971-05-20,6.3,788,Action,Science Fiction,None,None,None,1971,5,20,3.0,1.0856202966836188,15
2535,Earthquake (1974),0071455,11123,"Action,Drama,Thriller",en,9.042,1974-01-01,6.1,253,Action,Drama,Thriller,None,None,1974,1,1,2.6666666666666665,0.5773502691896258,3
2539,Analyze This (1999),0122933,9535,"Comedy,Crime",en,9.729,1999-03-05,6.5,1494,Comedy,Crime,None,None,None,1999,3,5,3.095744680851064,0.8316974384036412,47
2540,"Corruptor, The (1999)",0142192,9455,Action,en,9.347,1999-03-12,6.1,210,Action,None,None,None,None,1999,3,12,2.5,0.5,3
2541,Cruel Intentions (1999),0139134,796,"Drama,Romance",en,39.806,1999-03-05,6.8,2652,Drama,Romance,None,None,None,1999,3,5,3.225,0.9537375868735511,40
2542,"Lock, Stock & Two Smoking Barrels (1998)",0120735,100,"Comedy,Crime",en,10.191,1998-08-28,8.2,5488,Comedy,Crime,None,None,None,1998,8,28,4.052238805970149,0.8796277120490309,67
2546,"Deep End of the Ocean, The (1999)",0120646,30943,"Drama,Mystery",en,8.353,1999-03-12,6.4,251,Drama,Mystery,None,None,None,1999,3,12,3.25,1.0606601717798212,2
2548,"Rage: Carrie 2, The (1999)",0144814,7341,"Horror,Thriller,Science Fiction",en,13.47,1999-03-11,5.7,306,Horror,Thriller,Science Fiction,None,None,1999,3,11,1.8333333333333333,0.408248290463863,6
2549,Wing Commander (1999),0131646,10350,Science Fiction,en,8.404,1999-03-11,4.8,207,Science Fiction,None,None,None,None,1999,3,11,2.9166666666666665,0.6645800679125629,6
2550,"Haunting, The (1963)",0057129,11772,Horror,en,9.077,1963-08-21,7.2,463,Horror,None,None,None,None,1963,8,21,4.0,0.816496580927726,7
2551,Dead Ringers (1988),0094964,9540,"Thriller,Horror",en,11.094,1988-09-23,7.2,642,Thriller,Horror,None,None,None,1988,9,23,3.6875,0.9613049166924837,8
2553,Village of the Damned (1960),0054443,11773,"Horror,Science Fiction",en,9.28,1960-06-16,7.2,311,Horror,Science Fiction,None,None,None,1960,6,16,3.0833333333333335,0.917423929634859,6
2557,I Stand Alone (Seul contre tous) (1998),0157016,1567,"Drama,Thriller",fr,10.368,1998-05-16,7.6,395,Drama,Thriller,None,None,None,1998,5,16,4.5,0.0,1
2558,Forces of Nature (1999),0141098,1641,"Romance,Comedy",en,7.772,1999-03-12,5.4,444,Romance,Comedy,None,None,None,1999,3,12,2.3333333333333335,1.0,9
2560,Ravenous (1999),0129332,10212,"Horror,Western,Adventure",en,11.351,1999-03-16,6.8,442,Horror,Western,Adventure,None,None,1999,3,16,3.0,0.9636241116594315,8
2561,True Crime (1999),0139668,10354,"Crime,Drama,Thriller,Mystery",en,9.602,1999-03-19,6.6,580,Crime,Drama,Thriller,Mystery,None,1999,3,19,2.75,0.5,4
2563,Dangerous Beauty (1998),0118892,8583,"Drama,Romance",en,12.198,1998-02-20,7.2,207,Drama,Romance,None,None,None,1998,2,20,4.166666666666667,1.0408329997330663,3
2565,"King and I, The (1956)",0049408,16520,"Drama,Romance,Adventure,Music",en,13.447,1956-06-29,7.2,293,Drama,Romance,Adventure,Music,None,1956,6,29,4.166666666666667,0.6513389472789296,12
2567,EDtv (1999),0131369,11374,Comedy,en,8.175,1999-03-26,6.0,514,Comedy,None,None,None,None,1999,3,26,2.973684210526316,0.7541309238404149,19
2571,"Matrix, The (1999)",0133093,603,"Action,Science Fiction",en,62.628,1999-03-30,8.2,21819,Action,Science Fiction,None,None,None,1999,3,30,4.192446043165468,0.9752425167066034,278
2572,10 Things I Hate About You (1999),0147800,4951,"Comedy,Romance,Drama",en,48.065,1999-03-30,7.5,6573,Comedy,Romance,Drama,None,None,1999,3,30,3.5277777777777777,1.047983988547331,54
2579,Following (1998),0154506,11660,"Drama,Thriller",en,6.717,1999-04-02,7.2,1216,Drama,Thriller,None,None,None,1999,4,2,3.8333333333333335,0.25819888974716115,6
2580,Go (1999),0139239,9430,"Crime,Comedy,Thriller",en,7.706,1999-04-09,6.9,504,Crime,Comedy,Thriller,None,None,1999,4,9,3.9615384615384617,0.806100223824682,39
2581,Never Been Kissed (1999),0151738,11355,"Romance,Comedy,Drama",en,14.888,1999-04-09,6.2,1248,Romance,Comedy,Drama,None,None,1999,4,9,2.9583333333333335,1.0781929326423911,36
2582,Twin Dragons (Shuang long hui) (1992),0105399,18764,"Comedy,Action",cn,15.359,1992-01-15,6.6,273,Comedy,Action,None,None,None,1992,1,15,3.0,1.8027756377319946,3
2587,Life (1999),0123964,6522,"Comedy,Crime",en,18.78,1999-04-16,6.7,614,Comedy,Crime,None,None,None,1999,4,16,3.25,0.9574271077563381,4
2593,"Monster, The (Mostro, Il) (1994)",0110570,22826,Comedy,it,7.422,1994-10-22,7.0,531,Comedy,None,None,None,None,1994,10,22,3.375,0.47871355387816905,4
2594,Open Your Eyes (Abre los ojos) (1997),0125659,1902,"Drama,Thriller,Science Fiction",es,11.347,1997-12-19,7.5,784,Drama,Thriller,Science Fiction,None,None,1997,12,19,3.75,0.754615428178118,10
2596,SLC Punk! (1998),0133189,6396,"Comedy,Drama,Crime,Music",en,7.061,1998-09-24,7.2,278,Comedy,Drama,Crime,Music,None,1998,9,24,3.7916666666666665,0.8649312461728161,12
2598,Pushing Tin (1999),0120797,12596,"Comedy,Drama",en,7.302,1999-04-23,5.9,315,Comedy,Drama,None,None,None,1999,4,23,2.84,1.0380269746013346,25
2599,Election (1999),0126886,9451,Comedy,en,9.993,1999-04-23,6.8,802,Comedy,None,None,None,None,1999,4,23,3.6607142857142856,1.0664603425996029,56
2600,eXistenZ (1999),0120907,1946,"Action,Thriller,Science Fiction,Horror",en,10.581,1999-04-14,6.8,1505,Action,Thriller,Science Fiction,Horror,None,1999,4,14,3.8636363636363638,0.8044788046842173,22
2605,Entrapment (1999),0137494,1844,"Romance,Drama,Mystery",en,29.535,1999-04-29,6.2,1627,Romance,Drama,Mystery,None,None,1999,4,29,2.988372093023256,0.935340351174903,43
2606,Idle Hands (1999),0138510,6552,"Comedy,Horror,Fantasy",en,8.767,1999-04-30,6.1,507,Comedy,Horror,Fantasy,None,None,1999,4,30,2.566666666666667,0.9232447954800246,15
2612,Mildred Pierce (1945),0037913,3309,"Crime,Drama",en,8.822,1945-10-20,7.7,287,Crime,Drama,None,None,None,1945,10,20,4.0,0.0,1
2613,Night of the Comet (1984),0087799,18462,"Comedy,Horror,Science Fiction",en,8.425,1984-11-16,6.2,276,Comedy,Horror,Science Fiction,None,None,1984,11,16,2.875,1.3562026818605375,8
2614,Chopping Mall (a.k.a. Killbots) (1986),0090837,28941,"Horror,Science Fiction",en,7.404,1986-03-21,5.7,250,Horror,Science Fiction,None,None,None,1986,3,21,1.0,0.0,2
2616,Dick Tracy (1990),0099422,8592,"Adventure,Comedy,Crime",en,10.843,1990-04-05,6.1,757,Adventure,Comedy,Crime,None,None,1990,4,5,2.8846153846153846,1.061203960675725,26
2617,"Mummy, The (1999)",0120616,564,"Adventure,Action,Fantasy",en,60.745,1999-04-16,6.9,7498,Adventure,Action,Fantasy,None,None,1999,4,16,3.1206896551724137,1.1436516312798006,87
2622,William Shakespeare's A Midsummer Night's Dream (1999),0140379,10210,"Fantasy,Comedy,Romance",en,10.37,1999-05-14,6.5,289,Fantasy,Comedy,Romance,None,None,1999,5,14,3.1363636363636362,0.7103136311133658,11
2625,Black Mask (Hak hap) (1996),0115693,9460,Action,cn,14.412,1996-11-07,6.2,220,Action,None,None,None,None,1996,11,7,2.5,1.4142135623730951,2
2628,Star Wars: Episode I - The Phantom Menace (1999),0120915,1893,"Adventure,Action,Science Fiction",en,37.481,1999-05-19,6.5,12377,Adventure,Action,Science Fiction,None,None,1999,5,19,3.107142857142857,1.1217049495448896,140
2633,"Mummy, The (1932)",0023245,15849,Horror,en,12.347,1932-01-01,6.9,443,Horror,None,None,None,None,1932,1,1,3.3333333333333335,1.1547005383792517,3
2640,Superman (1978),0078346,1924,"Science Fiction,Action,Adventure",en,41.859,1978-12-13,7.1,3064,Science Fiction,Action,Adventure,None,None,1978,12,13,3.6065573770491803,0.8221656062819737,61
2641,Superman II (1980),0081573,8536,"Science Fiction,Action,Adventure",en,20.414,1980-12-04,6.7,1833,Science Fiction,Action,Adventure,None,None,1980,12,4,3.020408163265306,0.8895175639629829,49
2642,Superman III (1983),0086393,9531,"Comedy,Science Fiction,Action,Adventure",en,13.689,1983-06-17,5.5,1371,Comedy,Science Fiction,Action,Adventure,None,1983,6,17,2.25,0.8830412814596521,22
